time, battery, grassMean,
14276,0.912,0.653943,
14277,0.908,0.653969,
14278,0.904,0.653927,
14279,0.9,0.653911,
14280,0.896,0.653854,
14281,0.892,0.653794,
14282,0.888,0.653713,
14283,0.884,0.653628,
14284,0.88,0.65354,
14285,0.876,0.653445,
14286,0.872,0.653374,
14287,0.868,0.653395,
14288,0.864,0.653399,
14289,0.86,0.653238,
14290,0.856,0.653075,
14291,0.852,0.652912,
14292,0.848,0.652751,
14293,0.844,0.652588,
14294,0.84,0.652425,
14295,0.836,0.652263,
14296,0.832,0.6521,
14297,0.828,0.651937,
14298,0.824,0.651775,
14299,0.82,0.651612,
14300,0.81,0.651501,
14301,0.806,0.651338,
14302,0.802,0.651176,
14303,0.798,0.651013,
14304,0.794,0.65085,
14305,0.79,0.650687,
14306,0.786,0.650524,
14307,0.782,0.650361,
14308,0.778,0.650199,
14309,0.774,0.650035,
14310,0.77,0.649953,
14311,0.766,0.649871,
14312,0.762,0.649788,
14313,0.758,0.649706,
14314,0.754,0.649624,
14315,0.75,0.649541,
14316,0.746,0.649459,
14317,0.742,0.649377,
14318,0.737999,0.649297,
14319,0.733999,0.649214,
14320,0.729999,0.649131,
14321,0.725999,0.649203,
14322,0.721999,0.649119,
14323,0.717999,0.649037,
14324,0.713999,0.648953,
14325,0.709999,0.648869,
14326,0.705999,0.648787,
14327,0.701999,0.648703,
14328,0.697999,0.64862,
14329,0.693999,0.648537,
14330,0.689999,0.648454,
14331,0.685999,0.64837,
14332,0.681999,0.648288,
14333,0.677999,0.648204,
14334,0.673999,0.64812,
14335,0.669999,0.648038,
14336,0.665999,0.647954,
14337,0.661999,0.647869,
14338,0.657999,0.647787,
14339,0.653999,0.647702,
14340,0.649999,0.647618,
14341,0.645999,0.647536,
14342,0.641999,0.647451,
14343,0.637999,0.647367,
14344,0.633999,0.647285,
14345,0.629999,0.6472,
14346,0.625999,0.647116,
14347,0.621999,0.647034,
14348,0.617999,0.646949,
14349,0.613999,0.646865,
14350,0.609999,0.646782,
14351,0.605999,0.646698,
14352,0.601999,0.64674,
14353,0.597999,0.646768,
14354,0.593999,0.646684,
14355,0.589999,0.6466,
14356,0.585999,0.646517,
14357,0.581999,0.646433,
14358,0.577999,0.646349,
14359,0.573999,0.646266,
14360,0.569999,0.646182,
14361,0.565999,0.646098,
14362,0.561999,0.646014,
14363,0.557999,0.645931,
14364,0.553999,0.646037,
14365,0.549999,0.646143,
14366,0.545999,0.64606,
14367,0.541999,0.645976,
14368,0.537999,0.645892,
14369,0.533999,0.645809,
14370,0.529999,0.645724,
14371,0.525999,0.64564,
14372,0.521999,0.645556,
14373,0.517999,0.645472,
14374,0.513999,0.645387,
14375,0.509999,0.645304,
14376,0.505999,0.645219,
14377,0.501999,0.645134,
14378,0.497999,0.64505,
14379,0.493999,0.644965,
14380,0.489999,0.64488,
14381,0.485999,0.644797,
14382,0.481999,0.644712,
14383,0.477999,0.644627,
14384,0.473999,0.644543,
14385,0.469999,0.644458,
14386,0.465999,0.644435,
14387,0.461999,0.644413,
14388,0.457999,0.64439,
14389,0.453999,0.644366,
14390,0.449999,0.644344,
14391,0.445999,0.64432,
14392,0.441999,0.644297,
14393,0.437999,0.6443,
14394,0.433999,0.644276,
14395,0.429999,0.644339,
14396,0.425999,0.644317,
14397,0.421999,0.644293,
14398,0.417999,0.644269,
14399,0.413999,0.644248,
14400,0.409999,0.644224,
14401,0.405999,0.6442,
14402,0.401999,0.644178,
14403,0.397999,0.644154,
14404,0.393999,0.64413,
14405,0.389999,0.644238,
14406,0.385999,0.644214,
14407,0.381999,0.64419,
14408,0.377999,0.644281,
14409,0.373999,0.644256,
14410,0.369999,0.644289,
14411,0.365999,0.644457,
14412,0.361999,0.644431,
14413,0.357999,0.644597,
14414,0.347999,0.644763,
14415,0.337999,0.644928,
14416,0.327999,0.645093,
14417,0.317999,0.645259,
14418,0.307999,0.645424,
14419,0.297999,0.64559,
14420,0.287999,0.645755,
14421,0.277999,0.645921,
14422,0.267999,0.646085,
14423,0.257999,0.646251,
14424,0.247999,0.646416,
14425,0.237999,0.646581,
14426,0.233999,0.646747,
14427,0.229999,0.646913,
14428,0.225999,0.647078,
14429,0.221999,0.647243,
14430,0.217999,0.647407,
14431,0.213999,0.647571,
14432,0.209999,0.647736,
14433,0.205999,0.6479,
14434,0.201999,0.648064,
14435,0.197999,0.648228,
14436,0.193999,0.648393,
14437,0.189999,0.648557,
14438,0.185999,0.648721,
14439,0.181999,0.648887,
14440,0.177999,0.64905,
14441,0.173999,0.649214,
14442,0.169999,0.649379,
14443,0.165999,0.649352,
14444,0.161999,0.649326,
14445,0.157999,0.649301,
14446,0.153999,0.649274,
14447,0.149999,0.649247,
14448,0.145999,0.649221,
14449,0.141999,0.649194,
14450,0.137999,0.649166,
14451,0.133999,0.64914,
14452,0.129999,0.649113,
14453,0.125999,0.649086,
14454,0.121999,0.64906,
14455,0.117999,0.649033,
14456,0.113999,0.649193,
14457,0.109999,0.649354,
14458,0.105999,0.649513,
14459,0.101999,0.649671,
14460,0.097999,0.649832,
14461,0.093999,0.64999,
14462,0.123999,0.650152,
14463,0.153999,0.650315,
14464,0.183999,0.650477,
14465,0.213999,0.650638,
14466,0.243999,0.650801,
14467,0.273999,0.650813,
14468,0.303999,0.650851,
14469,0.333999,0.650889,
14470,0.363999,0.650926,
14471,0.393999,0.650964,
14472,0.423999,0.651003,
14473,0.453999,0.65104,
14474,0.483999,0.651077,
14475,0.513999,0.651116,
14476,0.543999,0.651152,
14477,0.573999,0.651189,
14478,0.603999,0.651227,
14479,0.633999,0.651264,
14480,0.663999,0.651301,
14481,0.693999,0.651339,
14482,0.723999,0.651376,
14483,0.753999,0.651412,
14484,0.783999,0.65145,
14485,0.813999,0.651486,
14486,0.843999,0.651522,
14487,0.873999,0.65156,
14488,0.903999,0.651596,
14489,0.933999,0.651632,
14490,0.963999,0.65167,
14491,0.993999,0.651707,
14492,1,0.651743,
14493,1,0.65178,
14494,0.996,0.651814,
14495,0.992,0.651847,
14496,0.988,0.651857,
14497,0.984,0.65203,
14498,0.98,0.6522,
14499,0.976,0.652372,
14500,0.972,0.652545,
14501,0.968,0.652715,
14502,0.964,0.652886,
14503,0.96,0.653058,
14504,0.956,0.653041,
14505,0.952,0.653025,
14506,0.948,0.653011,
14507,0.944,0.652993,
14508,0.94,0.652997,
14509,0.936,0.652982,
14510,0.932,0.652964,
14511,0.928,0.652948,
14512,0.924,0.652933,
14513,0.92,0.652915,
14514,0.916,0.652898,
14515,0.912,0.652883,
14516,0.908,0.652864,
14517,0.904,0.652846,
14518,0.9,0.652831,
14519,0.896,0.652812,
14520,0.892,0.652834,
14521,0.888,0.652817,
14522,0.884,0.652799,
14523,0.88,0.652781,
14524,0.876,0.652948,
14525,0.872,0.653069,
14526,0.868,0.653055,
14527,0.864,0.653068,
14528,0.86,0.653081,
14529,0.856,0.653064,
14530,0.852,0.653047,
14531,0.848,0.653029,
14532,0.838,0.652758,
14533,0.834,0.652742,
14534,0.83,0.652723,
14535,0.826,0.65278,
14536,0.822,0.652763,
14537,0.818,0.652745,
14538,0.814,0.652754,
14539,0.81,0.652737,
14540,0.806,0.652719,
14541,0.802,0.652798,
14542,0.798,0.652878,
14543,0.794,0.65296,
14544,0.79,0.652969,
14545,0.786,0.653009,
14546,0.782,0.653181,
14547,0.778,0.653235,
14548,0.774,0.653408,
14549,0.77,0.653579,
14550,0.766,0.653559,
14551,0.762,0.653541,
14552,0.758,0.653522,
14553,0.754,0.653524,
14554,0.75,0.653506,
14555,0.746,0.653488,
14556,0.742,0.653467,
14557,0.737999,0.653449,
14558,0.733999,0.653431,
14559,0.729999,0.653458,
14560,0.725999,0.653579,
14561,0.721999,0.653561,
14562,0.717999,0.653731,
14563,0.713999,0.653722,
14564,0.709999,0.653704,
14565,0.705999,0.653874,
14566,0.701999,0.653855,
14567,0.697999,0.653976,
14568,0.693999,0.653956,
14569,0.689999,0.654127,
14570,0.685999,0.654299,
14571,0.681999,0.654468,
14572,0.677999,0.654496,
14573,0.673999,0.654668,
14574,0.669999,0.654648,
14575,0.665999,0.654629,
14576,0.661999,0.654786,
14577,0.657999,0.654765,
14578,0.653999,0.654745,
14579,0.649999,0.654727,
14580,0.645999,0.654707,
14581,0.641999,0.654808,
14582,0.637999,0.654974,
14583,0.633999,0.655143,
14584,0.629999,0.655203,
14585,0.625999,0.655265,
14586,0.621999,0.655139,
14587,0.617999,0.655052,
14588,0.613999,0.654924,
14589,0.609999,0.654794,
14590,0.605999,0.654663,
14591,0.601999,0.654534,
14592,0.597999,0.654404,
14593,0.593999,0.654273,
14594,0.589999,0.654143,
14595,0.585999,0.654013,
14596,0.581999,0.653883,
14597,0.577999,0.653753,
14598,0.573999,0.653622,
14599,0.569999,0.653491,
14600,0.565999,0.653361,
14601,0.561999,0.65323,
14602,0.557999,0.653099,
14603,0.553999,0.652969,
14604,0.549999,0.652838,
14605,0.545999,0.652707,
14606,0.541999,0.652577,
14607,0.537999,0.652446,
14608,0.533999,0.652315,
14609,0.529999,0.652185,
14610,0.525999,0.652185,
14611,0.521999,0.652053,
14612,0.517999,0.651921,
14613,0.513999,0.651789,
14614,0.509999,0.651788,
14615,0.505999,0.651657,
14616,0.501999,0.651525,
14617,0.497999,0.651392,
14618,0.493999,0.65145,
14619,0.489999,0.651451,
14620,0.485999,0.651318,
14621,0.481999,0.651186,
14622,0.477999,0.651055,
14623,0.473999,0.650921,
14624,0.469999,0.650789,
14625,0.465999,0.650657,
14626,0.461999,0.650523,
14627,0.457999,0.650391,
14628,0.453999,0.650259,
14629,0.449999,0.650164,
14630,0.445999,0.65007,
14631,0.441999,0.649976,
14632,0.437999,0.64988,
14633,0.433999,0.649874,
14634,0.429999,0.64978,
14635,0.425999,0.649684,
14636,0.421999,0.649779,
14637,0.417999,0.649686,
14638,0.413999,0.649618,
14639,0.409999,0.649713,
14640,0.405999,0.649809,
14641,0.401999,0.649713,
14642,0.397999,0.649749,
14643,0.393999,0.649655,
14644,0.389999,0.649559,
14645,0.385999,0.649464,
14646,0.381999,0.649369,
14647,0.377999,0.649274,
14648,0.373999,0.649178,
14649,0.369999,0.649083,
14650,0.365999,0.648987,
14651,0.361999,0.648892,
14652,0.357999,0.648797,
14653,0.353999,0.648701,
14654,0.349999,0.648606,
14655,0.345999,0.648511,
14656,0.341999,0.648415,
14657,0.337999,0.64832,
14658,0.333999,0.648225,
14659,0.329999,0.648129,
14660,0.325999,0.648034,
14661,0.321999,0.647938,
14662,0.317999,0.647842,
14663,0.313999,0.647746,
14664,0.309999,0.647651,
14665,0.305999,0.647555,
14666,0.301999,0.647459,
14667,0.297999,0.647364,
14668,0.293999,0.647268,
14669,0.289999,0.647172,
14670,0.285999,0.647185,
14671,0.281999,0.647089,
14672,0.277999,0.646993,
14673,0.273999,0.646898,
14674,0.269999,0.646802,
14675,0.265999,0.646706,
14676,0.261999,0.64661,
14677,0.257999,0.646515,
14678,0.253999,0.646419,
14679,0.249999,0.646426,
14680,0.245999,0.646379,
14681,0.241999,0.646282,
14682,0.237999,0.646187,
14683,0.233999,0.646092,
14684,0.229999,0.645995,
14685,0.225999,0.6459,
14686,0.221999,0.645805,
14687,0.217999,0.645709,
14688,0.213999,0.645613,
14689,0.209999,0.645518,
14690,0.205999,0.645421,
14691,0.201999,0.645381,
14692,0.197999,0.645205,
14693,0.193999,0.645047,
14694,0.189999,0.64489,
14695,0.185999,0.644733,
14696,0.181999,0.644574,
14697,0.177999,0.644417,
14698,0.173999,0.644451,
14699,0.163999,0.643849,
14700,0.159999,0.643882,
14701,0.149999,0.643283,
14702,0.145999,0.643125,
14703,0.141999,0.642969,
14704,0.137999,0.642814,
14705,0.127999,0.642402,
14706,0.123999,0.642246,
14707,0.119999,0.642091,
14708,0.115999,0.642118,
14709,0.111999,0.642145,
14710,0.107999,0.642173,
14711,0.103999,0.6422,
14712,0.0999987,0.642227,
14713,0.0959987,0.642255,
14714,0.0919987,0.642282,
14715,0.0879987,0.642309,
14716,0.0839987,0.642337,
14717,0.0799987,0.642364,
14718,0.0759987,0.642392,
14719,0.0719987,0.642419,
14720,0.0679987,0.642449,
14721,0.0639987,0.64248,
14722,0.0599987,0.64251,
14723,0.0559987,0.642541,
14724,0.0519987,0.642571,
14725,0.0479987,0.642602,
14726,0.0779987,0.642635,
14727,0.107999,0.642669,
14728,0.137999,0.642703,
14729,0.167999,0.642736,
14730,0.197999,0.642769,
14731,0.227999,0.642803,
14732,0.257999,0.642836,
14733,0.287999,0.642869,
14734,0.317999,0.642903,
14735,0.347999,0.642936,
14736,0.377999,0.642969,
14737,0.407999,0.643002,
14738,0.437999,0.643036,
14739,0.467999,0.643068,
14740,0.497999,0.643102,
14741,0.527999,0.643136,
14742,0.557999,0.643168,
14743,0.587999,0.643202,
14744,0.617999,0.643236,
14745,0.647999,0.643268,
14746,0.677998,0.643302,
14747,0.707998,0.643316,
14748,0.737998,0.643328,
14749,0.767998,0.643384,
14750,0.797998,0.643439,
14751,0.827998,0.643493,
14752,0.857998,0.643549,
14753,0.887998,0.643604,
14754,0.917998,0.643659,
14755,0.947998,0.643714,
14756,0.977998,0.64377,
14757,1,0.643823,
14758,1,0.643879,
14759,0.996,0.643931,
14760,0.992,0.643982,
14761,0.988,0.643847,
14762,0.984,0.643713,
14763,0.98,0.643577,
14764,0.976,0.643442,
14765,0.972,0.643307,
14766,0.968,0.643171,
14767,0.964,0.643036,
14768,0.96,0.642902,
14769,0.95,0.642867,
14770,0.946,0.642732,
14771,0.942,0.642597,
14772,0.938,0.642462,
14773,0.934,0.642327,
14774,0.93,0.642323,
14775,0.926,0.642327,
14776,0.922,0.642382,
14777,0.918,0.642247,
14778,0.914,0.642212,
14779,0.91,0.642095,
14780,0.906,0.641988,
14781,0.902,0.642042,
14782,0.898,0.641925,
14783,0.894,0.641981,
14784,0.89,0.641845,
14785,0.886,0.6419,
14786,0.882,0.641955,
14787,0.878,0.64182,
14788,0.874,0.641875,
14789,0.87,0.64193,
14790,0.866,0.641985,
14791,0.862,0.64204,
14792,0.858,0.641921,
14793,0.854,0.641805,
14794,0.85,0.641875,
14795,0.846,0.641947,
14796,0.842,0.642017,
14797,0.838,0.641898,
14798,0.834,0.641779,
14799,0.83,0.641808,
14800,0.826,0.641688,
14801,0.822,0.641759,
14802,0.818,0.641639,
14803,0.814,0.641517,
14804,0.81,0.641397,
14805,0.806,0.641277,
14806,0.802,0.641155,
14807,0.798,0.641034,
14808,0.794,0.640913,
14809,0.79,0.640791,
14810,0.786,0.64067,
14811,0.782,0.640549,
14812,0.778,0.640427,
14813,0.774,0.640306,
14814,0.77,0.640368,
14815,0.766,0.640265,
14816,0.762,0.640144,
14817,0.758,0.640212,
14818,0.754,0.640279,
14819,0.75,0.640175,
14820,0.746,0.640243,
14821,0.736,0.640309,
14822,0.726,0.640377,
14823,0.716,0.640445,
14824,0.706,0.640511,
14825,0.696,0.640579,
14826,0.686,0.640646,
14827,0.676,0.640713,
14828,0.666,0.64078,
14829,0.656,0.640848,
14830,0.646,0.640915,
14831,0.636,0.640983,
14832,0.626,0.64105,
14833,0.616,0.641117,
14834,0.606,0.641184,
14835,0.596,0.641252,
14836,0.586,0.641319,
14837,0.576,0.641386,
14838,0.566,0.641454,
14839,0.556,0.641521,
14840,0.546,0.641588,
14841,0.536,0.641656,
14842,0.526,0.641723,
14843,0.516,0.64179,
14844,0.506,0.641858,
14845,0.496,0.641924,
14846,0.486,0.641992,
14847,0.476,0.64206,
14848,0.466,0.642127,
14849,0.456,0.642194,
14850,0.446,0.642262,
14851,0.436,0.642328,
14852,0.426,0.642396,
14853,0.416,0.642463,
14854,0.406,0.642008,
14855,0.402,0.642075,
14856,0.392,0.641636,
14857,0.388,0.641703,
14858,0.378,0.641136,
14859,0.374,0.641205,
14860,0.364,0.640639,
14861,0.36,0.640707,
14862,0.35,0.640225,
14863,0.346,0.640293,
14864,0.336,0.639836,
14865,0.332,0.639905,
14866,0.322,0.639497,
14867,0.318,0.639564,
14868,0.308,0.638999,
14869,0.304,0.638878,
14870,0.3,0.638757,
14871,0.296,0.638736,
14872,0.292,0.638616,
14873,0.288,0.638495,
14874,0.284,0.638375,
14875,0.28,0.638444,
14876,0.276,0.638324,
14877,0.272,0.638204,
14878,0.268,0.638274,
14879,0.264,0.638337,
14880,0.26,0.638399,
14881,0.256,0.638581,
14882,0.252,0.638643,
14883,0.248,0.638706,
14884,0.244,0.638769,
14885,0.24,0.638832,
14886,0.236,0.638894,
14887,0.232,0.639147,
14888,0.228,0.639398,
14889,0.218,0.63915,
14890,0.214,0.639401,
14891,0.204,0.639152,
14892,0.2,0.639212,
14893,0.196,0.639272,
14894,0.192,0.639333,
14895,0.188,0.639393,
14896,0.184,0.639453,
14897,0.18,0.639702,
14898,0.176,0.639952,
14899,0.172,0.640201,
14900,0.162,0.64045,
14901,0.152,0.6407,
14902,0.142,0.640949,
14903,0.132,0.641197,
14904,0.122,0.641446,
14905,0.112,0.641694,
14906,0.108,0.641752,
14907,0.104,0.641809,
14908,0.0999998,0.641866,
14909,0.0959998,0.641923,
14910,0.0919998,0.64198,
14911,0.0879998,0.642037,
14912,0.0839998,0.642094,
14913,0.0799998,0.642151,
14914,0.0759998,0.642207,
14915,0.0719998,0.642451,
14916,0.0679998,0.642695,
14917,0.0639998,0.642939,
14918,0.0599998,0.643183,
14919,0.0899998,0.643429,
14920,0.12,0.643676,
14921,0.15,0.643922,
14922,0.18,0.644168,
14923,0.21,0.644415,
14924,0.24,0.644661,
14925,0.27,0.644907,
14926,0.3,0.645152,
14927,0.33,0.645398,
14928,0.36,0.645644,
14929,0.39,0.645658,
14930,0.42,0.645671,
14931,0.45,0.645684,
14932,0.48,0.645697,
14933,0.51,0.645711,
14934,0.54,0.645724,
14935,0.57,0.645738,
14936,0.6,0.645784,
14937,0.63,0.645829,
14938,0.66,0.645876,
14939,0.69,0.645922,
14940,0.72,0.645967,
14941,0.75,0.646012,
14942,0.78,0.646058,
14943,0.81,0.646103,
14944,0.839999,0.646149,
14945,0.869999,0.646194,
14946,0.899999,0.646239,
14947,0.929999,0.646284,
14948,0.959999,0.64633,
14949,0.989999,0.646374,
14950,1,0.646419,
14951,1,0.646464,
14952,0.996,0.646507,
14953,0.992,0.646549,
14954,0.988,0.646589,
14955,0.984,0.646627,
14956,0.98,0.646667,
14957,0.976,0.646706,
14958,0.972,0.646745,
14959,0.968,0.646784,
14960,0.964,0.646824,
14961,0.96,0.646819,
14962,0.956,0.646744,
14963,0.952,0.646763,
14964,0.948,0.646688,
14965,0.944,0.646613,
14966,0.94,0.646498,
14967,0.936,0.646369,
14968,0.932,0.64624,
14969,0.928,0.646111,
14970,0.924,0.645982,
14971,0.92,0.645896,
14972,0.916,0.645869,
14973,0.912,0.645841,
14974,0.908,0.645856,
14975,0.904,0.645872,
14976,0.9,0.645711,
14977,0.896,0.645652,
14978,0.892,0.645536,
14979,0.888,0.645493,
14980,0.884,0.645412,
14981,0.88,0.645332,
14982,0.876,0.645251,
14983,0.872,0.645184,
14984,0.868,0.645118,
14985,0.864,0.645051,
14986,0.86,0.644956,
14987,0.856,0.644886,
14988,0.852,0.644785,
14989,0.848,0.644691,
14990,0.838,0.64478,
14991,0.834,0.644677,
14992,0.83,0.644574,
14993,0.826,0.644504,
14994,0.822,0.644433,
14995,0.818,0.64433,
14996,0.814,0.644228,
14997,0.81,0.644125,
14998,0.806,0.644022,
14999,0.802,0.644064,
15000,0.798,0.644152,
15001,0.794,0.644239,
15002,0.79,0.644326,
15003,0.786,0.644223,
15004,0.782,0.644119,
15005,0.778,0.644016,
15006,0.774,0.643913,
15007,0.77,0.64381,
15008,0.766,0.643748,
15009,0.762,0.643709,
15010,0.758,0.643672,
15011,0.754,0.643571,
15012,0.75,0.643498,
15013,0.746,0.643587,
15014,0.742,0.643676,
15015,0.737999,0.643576,
15016,0.733999,0.643599,
15017,0.729999,0.643688,
15018,0.725999,0.643719,
15019,0.721999,0.643808,
15020,0.717999,0.643707,
15021,0.713999,0.643796,
15022,0.709999,0.643696,
15023,0.705999,0.643785,
15024,0.701999,0.643684,
15025,0.697999,0.643733,
15026,0.693999,0.643823,
15027,0.689999,0.643722,
15028,0.685999,0.643621,
15029,0.681999,0.643671,
15030,0.677999,0.643569,
15031,0.673999,0.643483,
15032,0.669999,0.643381,
15033,0.665999,0.64328,
15034,0.661999,0.643178,
15035,0.657999,0.643076,
15036,0.653999,0.642975,
15037,0.649999,0.642873,
15038,0.645999,0.64277,
15039,0.641999,0.642669,
15040,0.637999,0.642566,
15041,0.633999,0.642464,
15042,0.629999,0.642362,
15043,0.625999,0.642423,
15044,0.621999,0.642321,
15045,0.617999,0.64241,
15046,0.613999,0.642307,
15047,0.609999,0.642394,
15048,0.605999,0.642292,
15049,0.601999,0.642378,
15050,0.597999,0.642305,
15051,0.593999,0.642287,
15052,0.589999,0.642184,
15053,0.585999,0.642271,
15054,0.581999,0.642168,
15055,0.577999,0.642095,
15056,0.573999,0.641992,
15057,0.569999,0.641888,
15058,0.565999,0.641908,
15059,0.561999,0.641865,
15060,0.557999,0.641761,
15061,0.553999,0.641657,
15062,0.549999,0.641554,
15063,0.545999,0.64145,
15064,0.541999,0.641347,
15065,0.537999,0.641243,
15066,0.533999,0.641262,
15067,0.529999,0.641158,
15068,0.525999,0.641055,
15069,0.521999,0.640951,
15070,0.517999,0.640938,
15071,0.513999,0.641025,
15072,0.509999,0.641083,
15073,0.505999,0.640978,
15074,0.501999,0.641064,
15075,0.497999,0.640959,
15076,0.493999,0.641044,
15077,0.489999,0.640939,
15078,0.485999,0.641025,
15079,0.481999,0.641011,
15080,0.477999,0.641032,
15081,0.473999,0.641118,
15082,0.469999,0.641203,
15083,0.465999,0.641099,
15084,0.461999,0.641013,
15085,0.457999,0.641097,
15086,0.453999,0.64118,
15087,0.449999,0.641263,
15088,0.445999,0.641345,
15089,0.441999,0.641428,
15090,0.437999,0.641511,
15091,0.433999,0.641595,
15092,0.429999,0.641677,
15093,0.425999,0.64157,
15094,0.421999,0.641524,
15095,0.417999,0.641417,
15096,0.413999,0.641369,
15097,0.409999,0.641294,
15098,0.405999,0.641331,
15099,0.401999,0.641178,
15100,0.397999,0.641026,
15101,0.393999,0.640873,
15102,0.389999,0.64072,
15103,0.385999,0.640567,
15104,0.381999,0.640415,
15105,0.377999,0.640261,
15106,0.373999,0.640109,
15107,0.369999,0.639956,
15108,0.365999,0.639802,
15109,0.361999,0.639649,
15110,0.357999,0.639623,
15111,0.353999,0.63966,
15112,0.349999,0.639507,
15113,0.345999,0.639353,
15114,0.341999,0.6392,
15115,0.337999,0.639047,
15116,0.333999,0.638893,
15117,0.329999,0.63893,
15118,0.325999,0.638776,
15119,0.321999,0.638623,
15120,0.317999,0.638659,
15121,0.313999,0.638564,
15122,0.309999,0.63841,
15123,0.305999,0.638447,
15124,0.301999,0.638293,
15125,0.297999,0.638139,
15126,0.293999,0.637986,
15127,0.289999,0.637959,
15128,0.285999,0.637995,
15129,0.281999,0.638032,
15130,0.277999,0.638068,
15131,0.273999,0.637914,
15132,0.269999,0.637887,
15133,0.265999,0.637924,
15134,0.261999,0.63796,
15135,0.257999,0.637997,
15136,0.253999,0.637843,
15137,0.249999,0.637689,
15138,0.245999,0.637536,
15139,0.241999,0.637572,
15140,0.237999,0.637418,
15141,0.233999,0.637324,
15142,0.229999,0.637359,
15143,0.225999,0.637265,
15144,0.221999,0.63717,
15145,0.217999,0.637016,
15146,0.207999,0.636922,
15147,0.203999,0.636958,
15148,0.199999,0.636994,
15149,0.195999,0.63703,
15150,0.191999,0.636877,
15151,0.187999,0.636723,
15152,0.183999,0.63657,
15153,0.179999,0.636416,
15154,0.175999,0.636262,
15155,0.171999,0.636109,
15156,0.167999,0.635956,
15157,0.163999,0.635801,
15158,0.159999,0.635648,
15159,0.155999,0.635495,
15160,0.151999,0.635531,
15161,0.147999,0.635568,
15162,0.143999,0.635605,
15163,0.139999,0.63564,
15164,0.135999,0.635678,
15165,0.131999,0.635714,
15166,0.127999,0.63575,
15167,0.123999,0.635787,
15168,0.119999,0.635634,
15169,0.115999,0.635479,
15170,0.111999,0.635326,
15171,0.107999,0.635173,
15172,0.103999,0.635177,
15173,0.0999987,0.635024,
15174,0.0959987,0.63487,
15175,0.0919987,0.634716,
15176,0.0879987,0.634682,
15177,0.0839987,0.634529,
15178,0.0799987,0.634402,
15179,0.0759987,0.634249,
15180,0.0719987,0.634096,
15181,0.0679987,0.633981,
15182,0.0639987,0.634012,
15183,0.0599987,0.634043,
15184,0.0559987,0.634076,
15185,0.0519987,0.634086,
15186,0.0479987,0.634096,
15187,0.0439987,0.634106,
15188,0.0739987,0.634119,
15189,0.103999,0.634235,
15190,0.133999,0.634352,
15191,0.163999,0.634468,
15192,0.193999,0.634584,
15193,0.223999,0.6347,
15194,0.253999,0.634816,
15195,0.283999,0.634931,
15196,0.313999,0.635047,
15197,0.343999,0.635161,
15198,0.373999,0.635276,
15199,0.403999,0.635392,
15200,0.433999,0.635507,
15201,0.463999,0.635622,
15202,0.493999,0.635738,
15203,0.523999,0.635852,
15204,0.553999,0.635967,
15205,0.583999,0.636083,
15206,0.613999,0.636197,
15207,0.643999,0.636313,
15208,0.673999,0.636428,
15209,0.703999,0.636542,
15210,0.733998,0.636658,
15211,0.763998,0.636773,
15212,0.793998,0.636786,
15213,0.823998,0.6368,
15214,0.853998,0.636966,
15215,0.883998,0.637132,
15216,0.913998,0.637298,
15217,0.943998,0.637464,
15218,0.973998,0.637629,
15219,1,0.637794,
15220,1,0.63796,
15221,0.996,0.638122,
15222,0.992,0.638284,
15223,0.988,0.638447,
15224,0.984,0.638609,
15225,0.98,0.638771,
15226,0.976,0.638932,
15227,0.972,0.639093,
15228,0.968,0.639254,
15229,0.964,0.639415,
15230,0.96,0.639575,
15231,0.956,0.63972,
15232,0.952,0.639865,
15233,0.948,0.640009,
15234,0.944,0.640169,
15235,0.94,0.640328,
15236,0.936,0.640487,
15237,0.932,0.640646,
15238,0.928,0.640761,
15239,0.924,0.640924,
15240,0.92,0.641086,
15241,0.916,0.641249,
15242,0.912,0.641412,
15243,0.908,0.641574,
15244,0.904,0.641735,
15245,0.9,0.641897,
15246,0.896,0.642058,
15247,0.892,0.642219,
15248,0.888,0.64238,
15249,0.884,0.642541,
15250,0.88,0.642698,
15251,0.876,0.642857,
15252,0.872,0.643014,
15253,0.868,0.643171,
15254,0.864,0.643143,
15255,0.86,0.6433,
15256,0.856,0.643457,
15257,0.852,0.643615,
15258,0.848,0.643585,
15259,0.844,0.643555,
15260,0.834,0.643691,
15261,0.83,0.643661,
15262,0.826,0.643767,
15263,0.822,0.643737,
15264,0.818,0.643775,
15265,0.814,0.643744,
15266,0.81,0.643903,
15267,0.806,0.644008,
15268,0.802,0.643977,
15269,0.798,0.644136,
15270,0.794,0.644108,
15271,0.79,0.644077,
15272,0.786,0.644046,
15273,0.782,0.644013,
15274,0.778,0.644083,
15275,0.774,0.644051,
15276,0.77,0.643887,
15277,0.766,0.643724,
15278,0.762,0.64356,
15279,0.758,0.643396,
15280,0.754,0.643232,
15281,0.75,0.643071,
15282,0.746,0.642991,
15283,0.742,0.642828,
15284,0.737999,0.642664,
15285,0.733999,0.6425,
15286,0.729999,0.642337,
15287,0.725999,0.642173,
15288,0.721999,0.642009,
15289,0.717999,0.641846,
15290,0.713999,0.641682,
15291,0.709999,0.641518,
15292,0.705999,0.641394,
15293,0.701999,0.641296,
15294,0.697999,0.64131,
15295,0.693999,0.641147,
15296,0.689999,0.640983,
15297,0.685999,0.640836,
15298,0.681999,0.640673,
15299,0.677999,0.640509,
15300,0.673999,0.640345,
15301,0.669999,0.640182,
