sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;vx;vy;vz;rollRate;pitchRate;yawRate;
1653318772;313644;1653318772;313716;1653318772;313624;0.325;0.02650262;0;0;0;0.2655535;
1653318772;339009;1653318772;339076;1653318772;338989;0.325;0.02650262;0;0;0;0.2655535;
1653318772;364471;1653318772;364535;1653318772;364452;0.325;0.02650262;0;0;0;0.2655535;
1653318772;389783;1653318772;389855;1653318772;389764;0.325;0.02333215;0;0;0;0.2232087;
1653318772;415174;1653318772;415266;1653318772;415149;0.325;0.02168569;0;0;0;0.2066753;
1653318772;440485;1653318772;440550;1653318772;440439;0.325;0.0208037;0;0;0;0.2003708;
1653318772;465889;1653318772;465979;1653318772;465866;0.325;0.02031862;0;0;0;0.1980605;
1653318772;491303;1653318772;491365;1653318772;491285;0.325;0.02004611;0;0;0;0.1972738;
1653318772;516678;1653318772;516738;1653318772;516658;0.325;0.01989049;0;0;0;0.1970454;
1653318772;542111;1653318772;542177;1653318772;542091;0.325;0.01980053;0;0;0;0.1970074;
1653318772;567485;1653318772;567559;1653318772;567464;0.325;0.01974806;0;0;0;0.1970247;
1653318772;592828;1653318772;592894;1653318772;592810;0.325;0.01971727;0;0;0;0.1970514;
1653318772;618190;1653318772;618267;1653318772;618168;0.325;0.01969911;0;0;0;0.1970739;
1653318772;643586;1653318772;643649;1653318772;643568;0.325;0.01968837;0;0;0;0.19709;
1653318772;669014;1653318772;669077;1653318772;668996;0.325;0.01968201;0;0;0;0.1971007;
1653318772;694368;1653318772;694427;1653318772;694350;0.325;0.01967823;0;0;0;0.1971075;
1653318772;719751;1653318772;719818;1653318772;719733;0.325;0.01967598;0;0;0;0.1971118;
1653318772;745144;1653318772;745206;1653318772;745126;0.325;0.01967465;0;0;0;0.1971143;
1653318772;770500;1653318772;770549;1653318772;770487;0.325;0.01967385;0;0;0;0.1971159;
1653318772;795835;1653318772;795977;1653318772;795810;0.325;0.01967338;0;0;0;0.1971169;
1653318772;821375;1653318772;821469;1653318772;821349;0.325;0.0196731;0;0;0;0.1971175;
1653318772;846768;1653318772;846834;1653318772;846750;0.325;0.01967293;0;0;0;0.1971178;
1653318772;872129;1653318772;872191;1653318772;872111;0.325;0.01967283;0;0;0;0.197118;
1653318772;897461;1653318772;897521;1653318772;897443;0.325;0.01967277;0;0;0;0.1971181;
1653318772;922975;1653318772;923475;1653318772;922884;0.325;0.01967274;0;0;0;0.1971182;
1653318772;949207;1653318772;949274;1653318772;949189;0.325;0.01967272;0;0;0;0.1971183;
1653318772;974580;1653318772;974641;1653318772;974560;0.325;0.0196727;0;0;0;0.1971183;
1653318772;999932;1653318772;999996;1653318772;999893;0.325;0.0196727;0;0;0;0.1971183;
1653318773;25487;1653318773;25560;1653318773;25457;0.325;0.01967269;0;0;0;0.1971183;
1653318773;51038;1653318773;51102;1653318773;51018;0.325;0.01967269;0;0;0;0.1971183;
1653318773;76414;1653318773;76479;1653318773;76352;0.325;0.01967269;0;0;0;0.1971183;
1653318773;101725;1653318773;101789;1653318773;101708;0.325;0.01967269;0;0;0;0.1971183;
1653318773;127321;1653318773;127381;1653318773;127302;0.325;0.01967269;0;0;0;0.1971183;
1653318773;153259;1653318773;153322;1653318773;153238;0.325;0.01967269;0;0;0;0.1971183;
1653318773;178625;1653318773;178702;1653318773;178604;0.325;0.01967269;0;0;0;0.1971183;
1653318773;203979;1653318773;204043;1653318773;203962;0.325;0.01967269;0;0;0;0.1971183;
1653318773;229301;1653318773;229363;1653318773;229283;0.325;0.01967269;0;0;0;0.1971183;
1653318773;254634;1653318773;254700;1653318773;254615;0.325;0.01967269;0;0;0;0.1971183;
1653318773;281229;1653318773;281294;1653318773;281212;0.325;0.01435079;0;0;0;0.1260391;
1653318773;306542;1653318773;306628;1653318773;306516;0.325;0.01158708;0;0;0;0.09828641;
1653318773;331823;1653318773;331904;1653318773;331805;0.325;0.01010659;0;0;0;0.08770368;
1653318773;357367;1653318773;357437;1653318773;357345;0.325;0.009292335;0;0;0;0.08382576;
1653318773;382803;1653318773;382899;1653318773;382775;0.325;0.008834901;0;0;0;0.08250508;
1653318773;408310;1653318773;408384;1653318773;408290;0.325;0.008573683;0;0;0;0.08212181;
1653318773;433804;1653318773;433892;1653318773;433779;0.325;0.008422681;0;0;0;0.08205802;
1653318773;459159;1653318773;459230;1653318773;459138;0.325;0.008334612;0;0;0;0.08208711;
1653318773;484549;1653318773;484612;1653318773;484531;0.325;0.008282919;0;0;0;0.08213178;
1653318773;509863;1653318773;509925;1653318773;509844;0.325;0.008252442;0;0;0;0.08216955;
1653318773;535260;1653318773;535324;1653318773;535239;0.325;0.008234416;0;0;0;0.08219659;
1653318773;560669;1653318773;560743;1653318773;560648;0.325;0.008223732;0;0;0;0.08221455;
1653318773;586075;1653318773;586142;1653318773;586055;0.325;0.008217389;0;0;0;0.08222601;
1653318773;611495;1653318773;611583;1653318773;611469;0.325;0.00821362;0;0;0;0.08223314;
1653318773;637072;1653318773;637135;1653318773;637055;0.325;0.008211379;0;0;0;0.08223751;
1653318773;662508;1653318773;662608;1653318773;662478;0.325;0.008210045;0;0;0;0.08224016;
1653318773;688019;1653318773;688093;1653318773;687998;0.325;0.008209252;0;0;0;0.08224177;
1653318773;713334;1653318773;713395;1653318773;713314;0.325;0.008208779;0;0;0;0.08224273;
1653318773;738725;1653318773;738774;1653318773;738707;0.325;0.008208497;0;0;0;0.08224331;
1653318773;764069;1653318773;764135;1653318773;764050;0.325;0.00820833;0;0;0;0.08224366;
1653318773;789427;1653318773;789491;1653318773;789409;0.325;0.00820823;0;0;0;0.08224386;
1653318773;814783;1653318773;814850;1653318773;814763;0.325;0.008208171;0;0;0;0.08224399;
1653318773;840111;1653318773;840173;1653318773;840064;0.325;0.008208135;0;0;0;0.08224406;
1653318773;865376;1653318773;865443;1653318773;865357;0.325;0.008208115;0;0;0;0.08224411;
1653318773;890709;1653318773;890771;1653318773;890691;0.325;0.008208102;0;0;0;0.08224413;
1653318773;916459;1653318773;916525;1653318773;916440;0.325;0.008208094;0;0;0;0.08224414;
1653318773;941823;1653318773;941911;1653318773;941805;0.325;0.00820809;0;0;0;0.08224415;
1653318773;967132;1653318773;967201;1653318773;967112;0.325;0.008208088;0;0;0;0.08224416;
1653318773;992502;1653318773;992568;1653318773;992481;0.325;0.008208086;0;0;0;0.08224417;
1653318774;22051;1653318774;22117;1653318774;22033;0.325;0.008208085;0;0;0;0.08224417;
1653318774;47419;1653318774;47491;1653318774;47399;0.325;0.008208084;0;0;0;0.08224417;
1653318774;72743;1653318774;72819;1653318774;72723;0.325;0.008208084;0;0;0;0.08224417;
1653318774;99553;1653318774;99615;1653318774;99536;0.325;0.008208084;0;0;0;0.08224417;
1653318774;125286;1653318774;125364;1653318774;125266;0.325;0.008208084;0;0;0;0.08224417;
1653318774;150724;1653318774;150789;1653318774;150712;0.325;0.002381197;0;0;0;0.004420276;
1653318774;180466;1653318774;180543;1653318774;180445;0.325;-0.0006447578;0;0;0;-0.02596583;
1653318774;205887;1653318774;205962;1653318774;205863;0.325;-0.00226573;0;0;0;-0.03755275;
1653318774;231365;1653318774;231428;1653318774;231347;0.325;-0.00315725;0;0;0;-0.04179864;
1653318774;256837;1653318774;256883;1653318774;256823;0.325;-0.00365809;0;0;0;-0.04324464;
1653318774;282488;1653318774;282535;1653318774;282477;0.325;-0.003944095;0;0;0;-0.04366427;
1653318774;307745;1653318774;307844;1653318774;307724;0.325;-0.004109425;0;0;0;-0.04373412;
1653318774;333276;1653318774;333343;1653318774;333254;0.325;-0.004205851;0;0;0;-0.04370227;
1653318774;358704;1653318774;358778;1653318774;358683;0.325;-0.004262449;0;0;0;-0.04365336;
1653318774;384825;1653318774;384909;1653318774;384807;0.325;-0.004295818;0;0;0;-0.04361201;
1653318774;410364;1653318774;410428;1653318774;410346;0.325;-0.004315555;0;0;0;-0.0435824;
1653318774;435746;1653318774;435824;1653318774;435725;0.325;-0.004327253;0;0;0;-0.04356273;
1653318774;461999;1653318774;462120;1653318774;461981;0.325;-0.004334197;0;0;0;-0.04355019;
1653318774;487471;1653318774;487537;1653318774;487453;0.325;-0.004338324;0;0;0;-0.04354238;
1653318774;512881;1653318774;512942;1653318774;512863;0.325;-0.004340778;0;0;0;-0.04353759;
1653318774;538260;1653318774;538336;1653318774;538240;0.325;-0.004342238;0;0;0;-0.04353468;
1653318774;563633;1653318774;563694;1653318774;563616;0.325;-0.004343107;0;0;0;-0.04353293;
1653318774;589026;1653318774;589092;1653318774;589009;0.325;-0.004343624;0;0;0;-0.04353188;
1653318774;614395;1653318774;614455;1653318774;614377;0.325;-0.004343932;0;0;0;-0.04353124;
1653318774;640232;1653318774;640296;1653318774;640215;0.325;-0.004344116;0;0;0;-0.04353087;
1653318774;665663;1653318774;665724;1653318774;665643;0.325;-0.004344225;0;0;0;-0.04353064;
1653318774;691016;1653318774;691076;1653318774;690998;0.325;-0.00434429;0;0;0;-0.04353051;
1653318774;716347;1653318774;716442;1653318774;716333;0.325;-0.004344329;0;0;0;-0.04353043;
1653318774;741758;1653318774;741802;1653318774;741745;0.325;-0.004344352;0;0;0;-0.04353038;
1653318774;767243;1653318774;767306;1653318774;767225;0.325;-0.004344366;0;0;0;-0.04353035;
1653318774;793075;1653318774;793139;1653318774;793057;0.325;-0.004344374;0;0;0;-0.04353033;
1653318774;818456;1653318774;818520;1653318774;818438;0.325;-0.004344379;0;0;0;-0.04353032;
1653318774;843868;1653318774;843928;1653318774;843851;0.325;-0.004344381;0;0;0;-0.04353032;
1653318774;869234;1653318774;869296;1653318774;869216;0.325;-0.004344383;0;0;0;-0.04353031;
1653318774;894595;1653318774;894659;1653318774;894577;0.325;-0.004344384;0;0;0;-0.04353031;
1653318774;919996;1653318774;920038;1653318774;919983;0.325;-0.004344385;0;0;0;-0.04353031;
1653318774;945405;1653318774;945467;1653318774;945387;0.325;-0.004344385;0;0;0;-0.04353031;
1653318774;970758;1653318774;970822;1653318774;970740;0.325;-0.004344386;0;0;0;-0.04353031;
1653318774;996171;1653318774;996247;1653318774;996152;0.325;-0.004344386;0;0;0;-0.04353031;
1653318775;21728;1653318775;21765;1653318775;21715;0.325;-0.004344386;0;0;0;-0.04353031;
1653318775;47110;1653318775;47171;1653318775;47092;0.325;-0.004344386;0;0;0;-0.04353031;
1653318775;72947;1653318775;73009;1653318775;72930;0.325;-0.004344386;0;0;0;-0.04353031;
1653318775;99643;1653318775;99709;1653318775;99619;0.325;-0.004344386;0;0;0;-0.04353031;
1653318775;124981;1653318775;125044;1653318775;124962;0.325;-0.009757673;0;0;0;-0.1158302;
1653318775;150516;1653318775;150580;1653318775;150497;0.325;-0.01256884;0;0;0;-0.1440594;
1653318775;175998;1653318775;176061;1653318775;175980;0.325;-0.01407476;0;0;0;-0.1548239;
1653318775;201584;1653318775;201659;1653318775;201563;0.325;-0.014903;0;0;0;-0.1587684;
1653318775;227164;1653318775;227229;1653318775;227142;0.325;-0.01536829;0;0;0;-0.1601118;
1653318775;256917;1653318775;256988;1653318775;256896;0.325;-0.01563399;0;0;0;-0.1605016;
1653318775;285840;1653318775;285910;1653318775;285822;0.325;-0.01578758;0;0;0;-0.1605665;
1653318775;311966;1653318775;312033;1653318775;311947;0.325;-0.01587717;0;0;0;-0.1605369;
1653318775;337492;1653318775;337553;1653318775;337476;0.325;-0.01592975;0;0;0;-0.1604915;
1653318775;363118;1653318775;363179;1653318775;363100;0.325;-0.01596075;0;0;0;-0.1604531;
1653318775;388533;1653318775;388602;1653318775;388514;0.325;-0.01597908;0;0;0;-0.1604256;
1653318775;414025;1653318775;414090;1653318775;414008;0.325;-0.01598995;0;0;0;-0.1604073;
1653318775;439495;1653318775;439558;1653318775;439477;0.325;-0.0159964;0;0;0;-0.1603957;
1653318775;465299;1653318775;465362;1653318775;465282;0.325;-0.01600024;0;0;0;-0.1603884;
1653318775;490886;1653318775;491008;1653318775;490868;0.325;-0.01600252;0;0;0;-0.160384;
1653318775;516444;1653318775;516507;1653318775;516425;0.325;-0.01600387;0;0;0;-0.1603812;
1653318775;542576;1653318775;542639;1653318775;542558;0.325;-0.01600468;0;0;0;-0.1603796;
1653318775;568511;1653318775;568575;1653318775;568491;0.325;-0.01600516;0;0;0;-0.1603786;
1653318775;594361;1653318775;594411;1653318775;594350;0.325;-0.01600545;0;0;0;-0.1603781;
1653318775;620049;1653318775;620141;1653318775;620030;0.325;-0.01600562;0;0;0;-0.1603777;
1653318775;645833;1653318775;645919;1653318775;645808;0.325;-0.01600572;0;0;0;-0.1603775;
1653318775;672085;1653318775;672151;1653318775;672067;0.325;-0.01600578;0;0;0;-0.1603774;
1653318775;697826;1653318775;697892;1653318775;697799;0.325;-0.01600582;0;0;0;-0.1603773;
1653318775;725360;1653318775;725435;1653318775;725340;0.325;-0.01600584;0;0;0;-0.1603772;
1653318775;750802;1653318775;750868;1653318775;750784;0.325;-0.01600585;0;0;0;-0.1603772;
1653318775;781055;1653318775;781119;1653318775;781036;0.325;-0.01600586;0;0;0;-0.1603772;
1653318775;806587;1653318775;806649;1653318775;806543;0.325;-0.01600586;0;0;0;-0.1603772;
1653318775;832276;1653318775;832385;1653318775;832259;0.325;-0.01600586;0;0;0;-0.1603772;
1653318775;858342;1653318775;858416;1653318775;858322;0.325;-0.01600587;0;0;0;-0.1603772;
1653318775;886593;1653318775;886665;1653318775;886573;0.325;-0.01600587;0;0;0;-0.1603772;
1653318775;912157;1653318775;912244;1653318775;912138;0.325;-0.01600587;0;0;0;-0.1603772;
1653318775;937892;1653318775;937953;1653318775;937873;0.325;-0.01600587;0;0;0;-0.1603772;
1653318775;963430;1653318775;963491;1653318775;963412;0.325;-0.01600587;0;0;0;-0.1603772;
1653318775;988970;1653318775;989033;1653318775;988952;0.325;-0.01600587;0;0;0;-0.1603772;
1653318776;15657;1653318776;15741;1653318776;15630;0.325;-0.01600587;0;0;0;-0.1603772;
1653318776;44599;1653318776;44712;1653318776;44570;0.325;-0.01600587;0;0;0;-0.1603772;
1653318776;70531;1653318776;70626;1653318776;70499;0.325;-0.01600587;0;0;0;-0.1603772;
1653318776;96574;1653318776;96686;1653318776;96311;0.325;-0.02181016;0;0;0;-0.2378994;
1653318776;122023;1653318776;122083;1653318776;122005;0.325;-0.02482439;0;0;0;-0.2681677;
1653318776;147312;1653318776;147372;1653318776;147293;0.325;-0.02643908;0;0;0;-0.2797097;
1653318776;172642;1653318776;172733;1653318776;172618;0.325;-0.02732714;0;0;0;-0.2839391;
1653318776;198022;1653318776;198090;1653318776;198001;0.325;-0.02782604;0;0;0;-0.2853795;
1653318776;228470;1653318776;228574;1653318776;228452;0.325;-0.02811093;0;0;0;-0.2857975;
1653318776;253970;1653318776;254038;1653318776;253952;0.325;-0.02827562;0;0;0;-0.2858671;
1653318776;279312;1653318776;279374;1653318776;279295;0.325;-0.02837168;0;0;0;-0.2858354;
1653318776;304655;1653318776;304720;1653318776;304638;0.325;-0.02842806;0;0;0;-0.2857866;
1653318776;329957;1653318776;330031;1653318776;329935;0.325;-0.02846129;0;0;0;-0.2857454;
1653318776;355455;1653318776;355519;1653318776;355436;0.325;-0.02848095;0;0;0;-0.2857159;
1653318776;381251;1653318776;381326;1653318776;381231;0.325;-0.02849261;0;0;0;-0.2856964;
1653318776;407200;1653318776;407279;1653318776;407179;0.325;-0.02849953;0;0;0;-0.2856839;
1653318776;432524;1653318776;432597;1653318776;432504;0.325;-0.02850364;0;0;0;-0.2856761;
1653318776;457863;1653318776;457934;1653318776;457843;0.325;-0.02850608;0;0;0;-0.2856713;
1653318776;483891;1653318776;483956;1653318776;483873;0.325;-0.02850753;0;0;0;-0.2856684;
1653318776;509191;1653318776;509255;1653318776;509173;0.325;-0.0285084;0;0;0;-0.2856667;
1653318776;534848;1653318776;534916;1653318776;534830;0.325;-0.02850892;0;0;0;-0.2856656;
1653318776;560212;1653318776;560279;1653318776;560195;0.325;-0.02850922;0;0;0;-0.285665;
1653318776;585753;1653318776;585820;1653318776;585734;0.325;-0.0285094;0;0;0;-0.2856646;
1653318776;614177;1653318776;614262;1653318776;614153;0.325;-0.02850951;0;0;0;-0.2856644;
1653318776;642045;1653318776;642110;1653318776;642027;0.325;-0.02850958;0;0;0;-0.2856643;
1653318776;667382;1653318776;667443;1653318776;667365;0.325;-0.02850962;0;0;0;-0.2856642;
1653318776;692715;1653318776;692777;1653318776;692697;0.325;-0.02850964;0;0;0;-0.2856641;
1653318776;721207;1653318776;721266;1653318776;721196;0.325;-0.02850965;0;0;0;-0.2856641;
1653318776;746536;1653318776;746603;1653318776;746517;0.325;-0.02850966;0;0;0;-0.2856641;
1653318776;771933;1653318776;771996;1653318776;771916;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;797247;1653318776;797311;1653318776;797229;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;822699;1653318776;822762;1653318776;822681;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;848287;1653318776;848405;1653318776;848268;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;873662;1653318776;873729;1653318776;873645;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;898977;1653318776;899046;1653318776;898956;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;924300;1653318776;924361;1653318776;924283;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;949464;1653318776;949564;1653318776;949446;0.325;-0.02850967;0;0;0;-0.2856641;
1653318776;980483;1653318776;980548;1653318776;980465;0.325;-0.02850967;0;0;0;-0.2856641;
1653318777;5821;1653318777;5883;1653318777;5806;0.325;-0.03331596;0;0;0;-0.3498568;
1653318777;31239;1653318777;31335;1653318777;31221;0.325;-0.03581191;0;0;0;-0.3749207;
1653318777;57054;1653318777;57127;1653318777;57035;0.325;-0.03714896;0;0;0;-0.3844781;
1653318777;82475;1653318777;82544;1653318777;82420;0.325;-0.03788433;0;0;0;-0.3879803;
1653318777;107862;1653318777;107926;1653318777;107844;0.325;-0.03829744;0;0;0;-0.389173;
1653318777;133172;1653318777;133237;1653318777;133154;0.325;-0.03853336;0;0;0;-0.3895192;
1653318777;158519;1653318777;158595;1653318777;158497;0.325;-0.03866973;0;0;0;-0.3895768;
1653318777;183943;1653318777;184018;1653318777;183922;0.325;-0.03874926;0;0;0;-0.3895505;
1653318777;209316;1653318777;209389;1653318777;209296;0.325;-0.03879595;0;0;0;-0.3895102;
1653318777;234737;1653318777;234829;1653318777;234711;0.325;-0.03882347;0;0;0;-0.3894761;
1653318777;260135;1653318777;260201;1653318777;260116;0.325;-0.03883975;0;0;0;-0.3894517;
1653318777;285459;1653318777;285520;1653318777;285442;0.325;-0.0388494;0;0;0;-0.3894354;
1653318777;310756;1653318777;310842;1653318777;310738;0.325;-0.03885513;0;0;0;-0.3894251;
1653318777;336106;1653318777;336200;1653318777;336086;0.325;-0.03885853;0;0;0;-0.3894186;
1653318777;361417;1653318777;361477;1653318777;361399;0.325;-0.03886056;0;0;0;-0.3894147;
1653318777;386777;1653318777;386838;1653318777;386760;0.325;-0.03886176;0;0;0;-0.3894123;
1653318777;412876;1653318777;412935;1653318777;412859;0.325;-0.03886248;0;0;0;-0.3894109;
1653318777;438176;1653318777;438240;1653318777;438154;0.325;-0.03886291;0;0;0;-0.38941;
1653318777;463852;1653318777;463917;1653318777;463799;0.325;-0.03886316;0;0;0;-0.3894095;
1653318777;489668;1653318777;489740;1653318777;489649;0.325;-0.03886331;0;0;0;-0.3894092;
1653318777;515789;1653318777;515859;1653318777;515770;0.325;-0.0388634;0;0;0;-0.3894089;
1653318777;540997;1653318777;541060;1653318777;540948;0.325;-0.03886345;0;0;0;-0.3894089;
1653318777;566839;1653318777;566903;1653318777;566821;0.325;-0.03886349;0;0;0;-0.3894088;
1653318777;599183;1653318777;599246;1653318777;599165;0.325;-0.03886351;0;0;0;-0.3894087;
1653318777;628413;1653318777;628515;1653318777;628395;0.325;-0.03886352;0;0;0;-0.3894087;
1653318777;654067;1653318777;654131;1653318777;654049;0.325;-0.03886352;0;0;0;-0.3894087;
1653318777;682242;1653318777;682302;1653318777;682224;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;707768;1653318777;707834;1653318777;707750;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;733364;1653318777;733426;1653318777;733346;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;758830;1653318777;758894;1653318777;758812;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;784286;1653318777;784348;1653318777;784269;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;811629;1653318777;811689;1653318777;811611;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;837093;1653318777;837157;1653318777;837075;0.325;-0.03886353;0;0;0;-0.3894087;
1653318777;863287;1653318777;863343;1653318777;863276;0.325;-0.04134287;0;0;0;-0.4225227;
1653318777;889006;1653318777;889071;1653318777;888989;0.325;-0.04263042;0;0;0;-0.435452;
1653318777;914674;1653318777;914736;1653318777;914656;0.325;-0.04332014;0;0;0;-0.4403822;
1653318777;940156;1653318777;940219;1653318777;940138;0.325;-0.04369948;0;0;0;-0.4421889;
1653318777;965746;1653318777;965812;1653318777;965727;0.325;-0.04391259;0;0;0;-0.4428041;
1653318777;991911;1653318777;991989;1653318777;991893;0.325;-0.04403428;0;0;0;-0.4429827;
1653318778;18383;1653318778;18447;1653318778;18365;0.325;-0.04410463;0;0;0;-0.4430124;
1653318778;43853;1653318778;43914;1653318778;43835;0.325;-0.04414566;0;0;0;-0.4429989;
1653318778;70059;1653318778;70121;1653318778;70042;0.325;-0.04416974;0;0;0;-0.442978;
1653318778;95553;1653318778;95615;1653318778;95536;0.325;-0.04418394;0;0;0;-0.4429604;
1653318778;121232;1653318778;121282;1653318778;121221;0.325;-0.04419234;0;0;0;-0.4429478;
1653318778;147134;1653318778;147195;1653318778;147116;0.325;-0.04419732;0;0;0;-0.4429395;
1653318778;173025;1653318778;173085;1653318778;173007;0.325;-0.04420027;0;0;0;-0.4429342;
1653318778;198598;1653318778;198669;1653318778;198573;0.325;-0.04420203;0;0;0;-0.4429308;
1653318778;224476;1653318778;224545;1653318778;224457;0.325;-0.04420307;0;0;0;-0.4429288;
1653318778;249998;1653318778;250095;1653318778;249980;0.325;-0.04420369;0;0;0;-0.4429275;
1653318778;275834;1653318778;275898;1653318778;275817;0.325;-0.04420406;0;0;0;-0.4429268;
1653318778;302163;1653318778;302227;1653318778;302144;0.325;-0.04420428;0;0;0;-0.4429263;
1653318778;331636;1653318778;331698;1653318778;331618;0.325;-0.04420441;0;0;0;-0.4429261;
1653318778;362234;1653318778;362302;1653318778;362215;0.325;-0.04420449;0;0;0;-0.4429259;
1653318778;387812;1653318778;387877;1653318778;387793;0.325;-0.04420454;0;0;0;-0.4429258;
1653318778;413440;1653318778;413532;1653318778;413422;0.325;-0.04420457;0;0;0;-0.4429258;
1653318778;438960;1653318778;439029;1653318778;438920;0.325;-0.04420458;0;0;0;-0.4429257;
1653318778;464452;1653318778;464513;1653318778;464435;0.325;-0.04420459;0;0;0;-0.4429257;
1653318778;491130;1653318778;491191;1653318778;491111;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;516421;1653318778;516483;1653318778;516404;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;545663;1653318778;545765;1653318778;545645;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;571241;1653318778;571310;1653318778;571224;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;597762;1653318778;597823;1653318778;597744;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;623039;1653318778;623102;1653318778;623021;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;648675;1653318778;648734;1653318778;648658;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;673971;1653318778;674035;1653318778;673953;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;699944;1653318778;700011;1653318778;699924;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;725290;1653318778;725392;1653318778;725257;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;750855;1653318778;750960;1653318778;750835;0.325;-0.0442046;0;0;0;-0.4429257;
1653318778;776220;1653318778;776293;1653318778;776200;0.325;-0.0298206;0;0;0;-0.2508129;
1653318778;803626;1653318778;803689;1653318778;803606;0.325;-0.02235086;0;0;0;-0.1758031;
1653318778;828857;1653318778;828927;1653318778;828837;0.325;-0.01834939;0;0;0;-0.1472001;
1653318778;854282;1653318778;854404;1653318778;854250;0.325;-0.01614862;0;0;0;-0.1367189;
1653318778;879998;1653318778;880060;1653318778;879960;0.325;-0.01491227;0;0;0;-0.1331493;
1653318778;905520;1653318778;905585;1653318778;905500;0.325;-0.01420625;0;0;0;-0.1321134;
1653318778;931070;1653318778;931136;1653318778;931052;0.325;-0.01379813;0;0;0;-0.131941;
1653318778;956920;1653318778;956982;1653318778;956902;0.325;-0.01356009;0;0;0;-0.1320196;
1653318778;982551;1653318778;982676;1653318778;982517;0.325;-0.01342038;0;0;0;-0.1321404;
1653318779;8451;1653318779;8526;1653318779;8371;0.325;-0.013338;0;0;0;-0.1322425;
1653318779;33963;1653318779;34025;1653318779;33946;0.325;-0.01328928;0;0;0;-0.1323155;
1653318779;59780;1653318779;59844;1653318779;59762;0.325;-0.0132604;0;0;0;-0.1323641;
1653318779;85262;1653318779;85332;1653318779;85242;0.325;-0.01324326;0;0;0;-0.1323951;
1653318779;110761;1653318779;110822;1653318779;110743;0.325;-0.01323307;0;0;0;-0.1324143;
1653318779;136447;1653318779;136567;1653318779;136436;0.325;-0.01322702;0;0;0;-0.1324261;
1653318779;162021;1653318779;162094;1653318779;162001;0.325;-0.01322341;0;0;0;-0.1324333;
1653318779;187815;1653318779;187933;1653318779;187794;0.325;-0.01322127;0;0;0;-0.1324377;
1653318779;213416;1653318779;213482;1653318779;213398;0.325;-0.01321999;0;0;0;-0.1324403;
1653318779;239063;1653318779;239127;1653318779;239046;0.325;-0.01321923;0;0;0;-0.1324418;
1653318779;265144;1653318779;265212;1653318779;265127;0.325;-0.01321878;0;0;0;-0.1324428;
1653318779;290583;1653318779;290652;1653318779;290561;0.325;-0.01321851;0;0;0;-0.1324433;
1653318779;316149;1653318779;316249;1653318779;316130;0.325;-0.01321835;0;0;0;-0.1324436;
1653318779;342217;1653318779;342309;1653318779;342198;0.325;-0.01321825;0;0;0;-0.1324438;
1653318779;372500;1653318779;372579;1653318779;372479;0.325;-0.0132182;0;0;0;-0.132444;
1653318779;398103;1653318779;398177;1653318779;398081;0.325;-0.01321816;0;0;0;-0.132444;
1653318779;423620;1653318779;423683;1653318779;423602;0.325;-0.01321814;0;0;0;-0.1324441;
1653318779;449108;1653318779;449215;1653318779;449090;0.325;-0.01321813;0;0;0;-0.1324441;
1653318779;474661;1653318779;474720;1653318779;474644;0.325;-0.01321812;0;0;0;-0.1324441;
1653318779;500134;1653318779;500200;1653318779;500117;0.325;-0.01321812;0;0;0;-0.1324441;
1653318779;525714;1653318779;525779;1653318779;525696;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;551403;1653318779;551474;1653318779;551383;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;576937;1653318779;577034;1653318779;576920;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;602424;1653318779;602487;1653318779;602405;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;628662;1653318779;628749;1653318779;628643;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;654591;1653318779;654654;1653318779;654573;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;680062;1653318779;680125;1653318779;680044;0.325;-0.01321811;0;0;0;-0.1324441;
1653318779;706317;1653318779;706382;1653318779;706299;0.325;-0.0129469;0;0;0;-0.1288219;
