sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;x;y;z;roll;pitch;yaw;
1653318810;669148;1653318810;669213;1653318810;669148;2.574852;-2.271635;0;-0;0;1.651516;
1653318810;769474;1653318810;769535;1653318810;769474;2.57369;-2.265211;0;-0;0;1.657461;
1653318810;869845;1653318810;869911;1653318810;869845;2.572496;-2.258794;0;-0;0;1.663411;
1653318810;970224;1653318810;970287;1653318810;970224;2.571265;-2.252384;0;-0;0;1.669363;
1653318811;70520;1653318811;70588;1653318811;70520;2.569997;-2.245982;0;-0;0;1.675315;
1653318811;170831;1653318811;170890;1653318811;170831;2.56869;-2.239587;0;-0;0;1.681267;
1653318811;276557;1653318811;276616;1653318811;276557;2.567345;-2.2332;0;-0;0;1.687219;
1653318811;376865;1653318811;376960;1653318811;376865;2.565962;-2.226821;0;-0;0;1.69317;
1653318811;477337;1653318811;477398;1653318811;477337;2.564541;-2.220451;0;-0;0;1.699122;
1653318811;577820;1653318811;577876;1653318811;577820;2.563108;-2.214085;0;-0;0;1.704804;
1653318811;678189;1653318811;678263;1653318811;678189;2.561641;-2.207727;0;-0;0;1.710481;
1653318811;778535;1653318811;778595;1653318811;778535;2.560139;-2.201378;0;-0;0;1.716159;
1653318811;878869;1653318811;878939;1653318811;878869;2.558601;-2.195037;0;-0;0;1.721836;
1653318811;979191;1653318811;979252;1653318811;979191;2.557026;-2.188705;0;-0;0;1.727514;
1653318812;81187;1653318812;81248;1653318812;81187;2.555416;-2.182382;0;-0;0;1.733192;
1653318812;181715;1653318812;181779;1653318812;181715;2.55377;-2.176069;0;-0;0;1.73887;
1653318812;282415;1653318812;282473;1653318812;282415;2.552088;-2.169765;0;-0;0;1.744547;
1653318812;382810;1653318812;382908;1653318812;382810;2.550371;-2.16347;0;-0;0;1.750225;
1653318812;483174;1653318812;483233;1653318812;483174;2.548618;-2.157185;0;-0;0;1.755903;
1653318812;583496;1653318812;583557;1653318812;583496;2.546953;-2.150886;0;-0;0;1.760022;
1653318812;691185;1653318812;691256;1653318812;691185;2.545387;-2.144569;0;-0;0;1.763186;
1653318812;792192;1653318812;792257;1653318812;792192;2.543813;-2.138254;0;-0;0;1.766342;
1653318812;892590;1653318812;892655;1653318812;892590;2.542221;-2.131945;0;-0;0;1.7695;
1653318812;993047;1653318812;993106;1653318812;993047;2.540609;-2.12564;0;-0;0;1.772658;
1653318813;93398;1653318813;93458;1653318813;93398;2.538977;-2.11934;0;-0;0;1.775817;
1653318813;193768;1653318813;193829;1653318813;193768;2.537325;-2.113046;0;-0;0;1.778975;
1653318813;294051;1653318813;294113;1653318813;294051;2.535654;-2.106756;0;-0;0;1.782134;
1653318813;394341;1653318813;394403;1653318813;394341;2.533962;-2.100472;0;-0;0;1.785292;
1653318813;494662;1653318813;494723;1653318813;494662;2.532251;-2.094194;0;-0;0;1.788451;
1653318813;600434;1653318813;600496;1653318813;600434;2.530865;-2.087843;0;-0;0;1.78726;
1653318813;700741;1653318813;700805;1653318813;700741;2.529833;-2.081416;0;-0;0;1.783406;
1653318813;801414;1653318813;801475;1653318813;801414;2.52886;-2.074978;0;-0;0;1.779529;
1653318813;902371;1653318813;902442;1653318813;902371;2.527915;-2.068536;0;-0;0;1.775658;
1653318814;2714;1653318814;2775;1653318814;2714;2.526996;-2.062089;0;-0;0;1.771787;
1653318814;104041;1653318814;104109;1653318814;104041;2.526102;-2.05564;0;-0;0;1.767917;
1653318814;208545;1653318814;208628;1653318814;208545;2.525232;-2.049186;0;-0;0;1.764047;
1653318814;309440;1653318814;309503;1653318814;309440;2.524388;-2.04273;0;-0;0;1.760177;
1653318814;409804;1653318814;409869;1653318814;409804;2.523569;-2.03627;0;-0;0;1.756307;
1653318814;515942;1653318814;516006;1653318814;515942;2.522775;-2.029807;0;-0;0;1.752437;
1653318814;616241;1653318814;616305;1653318814;616241;2.522273;-2.023295;0;-0;0;1.745489;
1653318814;717258;1653318814;717323;1653318814;717258;2.521913;-2.016764;0;-0;0;1.738039;
1653318814;817567;1653318814;817638;1653318814;817567;2.521611;-2.010229;0;-0;0;1.730589;
1653318814;917905;1653318814;917955;1653318814;917905;2.521359;-2.003691;0;-0;0;1.723142;
1653318815;18424;1653318815;18496;1653318815;18424;2.521156;-1.997152;0;-0;0;1.715695;
1653318815;118739;1653318815;118811;1653318815;118739;2.521001;-1.990612;0;-0;0;1.708248;
1653318815;219081;1653318815;219154;1653318815;219081;2.520896;-1.98407;0;-0;0;1.700801;
1653318815;319432;1653318815;319497;1653318815;319432;2.520839;-1.977528;0;-0;0;1.693355;
1653318815;419772;1653318815;419834;1653318815;419772;2.52083;-1.970986;0;-0;0;1.685908;
1653318815;520056;1653318815;520134;1653318815;520056;2.521084;-1.964423;0;-0;0;1.676032;
1653318815;620435;1653318815;620495;1653318815;620435;2.521479;-1.957856;0;-0;0;1.665759;
1653318815;720984;1653318815;721037;1653318815;720984;2.521949;-1.951293;0;-0;0;1.655487;
1653318815;821856;1653318815;821923;1653318815;821856;2.522488;-1.944734;0;-0;0;1.645216;
1653318815;922296;1653318815;922409;1653318815;922296;2.523094;-1.938182;0;-0;0;1.634946;
1653318816;22656;1653318816;22720;1653318816;22656;2.523767;-1.931636;0;-0;0;1.624677;
1653318816;122902;1653318816;122968;1653318816;122902;2.524508;-1.925098;0;-0;0;1.614407;
1653318816;223220;1653318816;223284;1653318816;223220;2.525315;-1.918567;0;-0;0;1.604137;
1653318816;326175;1653318816;326244;1653318816;326175;2.52619;-1.912045;0;-0;0;1.593867;
1653318816;426480;1653318816;426569;1653318816;426480;2.527132;-1.905533;0;-0;0;1.583597;
1653318816;528603;1653318816;528717;1653318816;528603;2.528246;-1.899031;0;-0;0;1.572131;
1653318816;629951;1653318816;630017;1653318816;629951;2.529472;-1.892543;0;-0;0;1.56047;
1653318816;730246;1653318816;730307;1653318816;730246;2.530778;-1.886071;0;-0;0;1.548809;
1653318816;830554;1653318816;830614;1653318816;830554;2.53216;-1.879613;0;-0;0;1.537149;
1653318816;930867;1653318816;930945;1653318816;930867;2.533617;-1.873173;0;-0;0;1.525489;
1653318817;31200;1653318817;31272;1653318817;31200;2.535149;-1.86675;0;-0;0;1.513829;
1653318817;131518;1653318817;131582;1653318817;131518;2.536755;-1.860345;0;-0;0;1.502169;
1653318817;231882;1653318817;231944;1653318817;231882;2.538437;-1.853959;0;-0;0;1.490509;
1653318817;332207;1653318817;332268;1653318817;332207;2.540192;-1.847593;0;-0;0;1.478849;
1653318817;435547;1653318817;435611;1653318817;435547;2.542268;-1.841278;0;-0;0;1.46438;
1653318817;535917;1653318817;535978;1653318817;535917;2.544523;-1.835005;0;-0;0;1.449452;
1653318817;636444;1653318817;636507;1653318817;636444;2.54688;-1.828767;0;-0;0;1.434524;
1653318817;736707;1653318817;736777;1653318817;736707;2.549331;-1.822566;0;-0;0;1.419599;
1653318817;837328;1653318817;837393;1653318817;837328;2.551875;-1.816402;0;-0;0;1.404674;
1653318817;937690;1653318817;937729;1653318817;937690;2.55451;-1.810276;0;-0;0;1.389749;
1653318818;38113;1653318818;38204;1653318818;38113;2.557237;-1.804191;0;-0;0;1.374824;
1653318818;138517;1653318818;138621;1653318818;138517;2.560054;-1.798146;0;-0;0;1.359899;
1653318818;238894;1653318818;238953;1653318818;238894;2.562961;-1.792145;0;-0;0;1.344975;
1653318818;339308;1653318818;339386;1653318818;339308;2.565958;-1.786188;0;-0;0;1.33005;
1653318818;439676;1653318818;439744;1653318818;439676;2.569043;-1.780275;0;-0;0;1.315125;
1653318818;540034;1653318818;540100;1653318818;540034;2.572203;-1.774407;0;-0;0;1.300358;
1653318818;640371;1653318818;640500;1653318818;640371;2.575438;-1.768581;0;-0;0;1.285687;
1653318818;740712;1653318818;740761;1653318818;740712;2.578756;-1.762804;0;-0;0;1.271017;
1653318818;841218;1653318818;841281;1653318818;841218;2.582159;-1.757075;0;-0;0;1.256346;
1653318818;942243;1653318818;942307;1653318818;942243;2.585645;-1.751397;0;-0;0;1.241676;
1653318819;42587;1653318819;42649;1653318819;42587;2.589215;-1.745771;0;-0;0;1.227005;
1653318819;142913;1653318819;142973;1653318819;142913;2.592866;-1.740198;0;-0;0;1.212335;
1653318819;243273;1653318819;243337;1653318819;243273;2.596599;-1.734679;0;-0;0;1.197665;
1653318819;343669;1653318819;343735;1653318819;343669;2.600413;-1.729215;0;-0;0;1.182994;
1653318819;444035;1653318819;444096;1653318819;444035;2.604306;-1.723808;0;-0;0;1.168324;
1653318819;548946;1653318819;549016;1653318819;548946;2.607978;-1.718321;0;-0;0;1.157391;
1653318819;649270;1653318819;649333;1653318819;649270;2.611612;-1.712829;0;-0;0;1.147054;
1653318819;749573;1653318819;749646;1653318819;749573;2.615282;-1.707366;0;-0;0;1.13673;
1653318819;849900;1653318819;849955;1653318819;849900;2.619007;-1.701941;0;-0;0;1.126404;
1653318819;950097;1653318819;950167;1653318819;950097;2.622788;-1.696554;0;-0;0;1.116077;
1653318820;50435;1653318820;50568;1653318820;50435;2.626624;-1.691207;0;-0;0;1.10575;
1653318820;151344;1653318820;151405;1653318820;151344;2.630515;-1.685899;0;-0;0;1.095423;
1653318820;251649;1653318820;251727;1653318820;251649;2.634461;-1.680632;0;-0;0;1.085097;
1653318820;352048;1653318820;352108;1653318820;352048;2.638461;-1.675406;0;-0;0;1.07477;
1653318820;452335;1653318820;452399;1653318820;452335;2.642515;-1.670221;0;-0;0;1.064443;
1653318820;552778;1653318820;552890;1653318820;552778;2.646398;-1.664949;0;-0;0;1.056869;
1653318820;653289;1653318820;653364;1653318820;653289;2.650284;-1.659685;0;-0;0;1.049438;
1653318820;753646;1653318820;753707;1653318820;753646;2.654204;-1.654448;0;-0;0;1.042002;
1653318820;853971;1653318820;854032;1653318820;853971;2.658163;-1.649239;0;-0;0;1.034566;
1653318820;954272;1653318820;954343;1653318820;954272;2.662161;-1.64406;0;-0;0;1.027129;
1653318821;54615;1653318821;54673;1653318821;54615;2.666197;-1.638911;0;-0;0;1.019693;
1653318821;154923;1653318821;154989;1653318821;154923;2.670271;-1.633792;0;-0;0;1.012256;
1653318821;255236;1653318821;255298;1653318821;255236;2.674383;-1.628704;0;-0;0;1.00482;
1653318821;355745;1653318821;355815;1653318821;355745;2.678533;-1.623646;0;-0;0;0.9973832;
1653318821;456050;1653318821;456117;1653318821;456050;2.682492;-1.618468;0;-0;0;0.9928566;
1653318821;556590;1653318821;556658;1653318821;556590;2.686437;-1.613283;0;-0;0;0.9884802;
1653318821;656981;1653318821;657041;1653318821;656981;2.6904;-1.608113;0;-0;0;0.9841;
1653318821;757290;1653318821;757347;1653318821;757290;2.694385;-1.602959;0;-0;0;0.9797187;
1653318821;857579;1653318821;857639;1653318821;857579;2.698393;-1.597823;0;-0;0;0.9753373;
1653318821;957926;1653318821;958015;1653318821;957926;2.702423;-1.592705;0;-0;0;0.9709559;
1653318822;58285;1653318822;58348;1653318822;58285;2.706476;-1.587604;0;-0;0;0.9665745;
1653318822;158679;1653318822;158754;1653318822;158679;2.710551;-1.582521;0;-0;0;0.9621931;
1653318822;259004;1653318822;259065;1653318822;259004;2.714648;-1.577456;0;-0;0;0.9578117;
1653318822;359356;1653318822;359417;1653318822;359356;2.718768;-1.572409;0;-0;0;0.9534302;
1653318822;459670;1653318822;459734;1653318822;459670;2.722302;-1.566948;0;-0;0;0.9574897;
1653318822;560005;1653318822;560071;1653318822;560005;2.725613;-1.561334;0;-0;0;0.9628971;
1653318822;660286;1653318822;660350;1653318822;660286;2.728856;-1.555674;0;-0;0;0.9683363;
1653318822;760784;1653318822;760847;1653318822;760784;2.732062;-1.549995;0;-0;0;0.9737675;
1653318822;861105;1653318822;861171;1653318822;861105;2.735238;-1.544297;0;-0;0;0.9791973;
1653318822;961307;1653318822;961370;1653318822;961307;2.738382;-1.538583;0;-0;0;0.9846269;
1653318823;61548;1653318823;61612;1653318823;61548;2.741495;-1.532851;0;-0;0;0.9900565;
1653318823;161782;1653318823;161843;1653318823;161782;2.744577;-1.527102;0;-0;0;0.9954861;
1653318823;262357;1653318823;262417;1653318823;262357;2.747628;-1.521337;0;-0;0;1.000916;
1653318823;365227;1653318823;365389;1653318823;365227;2.750647;-1.515556;0;-0;0;1.006345;
1653318823;467590;1653318823;467666;1653318823;467590;2.752853;-1.509286;0;-0;0;1.02212;
1653318823;568190;1653318823;568252;1653318823;568190;2.754677;-1.502818;0;-0;0;1.039588;
1653318823;668982;1653318823;669044;1653318823;668982;2.756358;-1.496304;0;-0;0;1.05705;
1653318823;769322;1653318823;769395;1653318823;769322;2.757922;-1.489759;0;-0;0;1.074505;
1653318823;869684;1653318823;869751;1653318823;869684;2.759371;-1.483187;0;-0;0;1.09196;
1653318823;970000;1653318823;970068;1653318823;970000;2.760705;-1.476591;0;-0;0;1.109414;
1653318824;70461;1653318824;70525;1653318824;70461;2.761923;-1.469973;0;-0;0;1.126868;
1653318824;175481;1653318824;175579;1653318824;175481;2.763026;-1.463335;0;-0;0;1.144323;
1653318824;275937;1653318824;276027;1653318824;275937;2.764596;-1.456923;0;-0;0;1.155335;
1653318824;376952;1653318824;377026;1653318824;376952;2.766145;-1.450516;0;-0;0;1.166247;
1653318824;477232;1653318824;477290;1653318824;477232;2.767631;-1.444094;0;-0;0;1.177168;
1653318824;578100;1653318824;578162;1653318824;578100;2.769047;-1.437657;0;-0;0;1.188089;
1653318824;678319;1653318824;678386;1653318824;678319;2.770393;-1.431206;0;-0;0;1.199011;
1653318824;778537;1653318824;778604;1653318824;778537;2.771668;-1.424739;0;-0;0;1.209933;
1653318824;878848;1653318824;878918;1653318824;878848;2.772872;-1.41826;0;-0;0;1.220855;
1653318824;979174;1653318824;979232;1653318824;979174;2.774006;-1.411767;0;-0;0;1.231776;
1653318825;79508;1653318825;79568;1653318825;79508;2.775069;-1.405262;0;-0;0;1.242698;
1653318825;180108;1653318825;180216;1653318825;180108;2.77606;-1.398747;0;-0;0;1.25362;
1653318825;280449;1653318825;280518;1653318825;280449;2.776639;-1.392119;0;-0;0;1.268579;
1653318825;380834;1653318825;380906;1653318825;380834;2.776996;-1.385447;0;-0;0;1.284198;
1653318825;481364;1653318825;481433;1653318825;481364;2.777236;-1.378768;0;-0;0;1.299815;
1653318825;581664;1653318825;581728;1653318825;581664;2.77737;-1.372085;0;-0;0;1.31543;
1653318825;681975;1653318825;682050;1653318825;681975;2.7774;-1.365401;0;-0;0;1.331044;
1653318825;782303;1653318825;782379;1653318825;782303;2.777326;-1.358717;0;-0;0;1.346658;
1653318825;882638;1653318825;882767;1653318825;882638;2.777147;-1.352036;0;-0;0;1.362273;
1653318825;983529;1653318825;983593;1653318825;983529;2.776863;-1.345357;0;-0;0;1.377887;
1653318826;83922;1653318826;83979;1653318826;83922;2.776476;-1.338684;0;-0;0;1.393501;
1653318826;184286;1653318826;184340;1653318826;184286;2.775846;-1.331998;0;-0;0;1.410698;
1653318826;284704;1653318826;284800;1653318826;284704;2.775055;-1.325318;0;-0;0;1.428148;
1653318826;385675;1653318826;385782;1653318826;385675;2.77414;-1.318652;0;-0;0;1.445605;
1653318826;486059;1653318826;486124;1653318826;486059;2.773107;-1.312002;0;-0;0;1.463059;
1653318826;586377;1653318826;586436;1653318826;586377;2.771959;-1.305371;0;-0;0;1.480514;
1653318826;686693;1653318826;686759;1653318826;686693;2.770694;-1.298762;0;-0;0;1.497968;
1653318826;787015;1653318826;787076;1653318826;787015;2.769315;-1.292175;0;-0;0;1.515423;
1653318826;887331;1653318826;887394;1653318826;887331;2.76782;-1.285614;0;-0;0;1.532877;
1653318826;987650;1653318826;987709;1653318826;987650;2.766212;-1.27908;0;-0;0;1.550331;
1653318827;87964;1653318827;88015;1653318827;87964;2.764489;-1.272574;0;-0;0;1.567786;
1653318827;188267;1653318827;188383;1653318827;188267;2.762654;-1.2661;0;-0;0;1.58524;
1653318827;288839;1653318827;288907;1653318827;288839;2.760705;-1.259659;0;-0;0;1.602695;
1653318827;389435;1653318827;389528;1653318827;389435;2.758645;-1.253253;0;-0;0;1.620149;
1653318827;489767;1653318827;489830;1653318827;489767;2.756473;-1.246884;0;-0;0;1.637603;
1653318827;590055;1653318827;590116;1653318827;590055;2.75419;-1.240553;0;-0;0;1.655058;
1653318827;690375;1653318827;690441;1653318827;690375;2.751797;-1.234264;0;-0;0;1.672512;
1653318827;793055;1653318827;793119;1653318827;793055;2.749295;-1.228017;0;-0;0;1.689966;
1653318827;894742;1653318827;894813;1653318827;894742;2.746684;-1.221815;0;-0;0;1.707421;
1653318827;996516;1653318827;996582;1653318827;996516;2.743965;-1.215659;0;-0;0;1.724875;
1653318828;96879;1653318828;96962;1653318828;96879;2.741295;-1.209522;0;-0;0;1.740535;
1653318828;197475;1653318828;197526;1653318828;197475;2.73858;-1.203418;0;-0;0;1.755907;
1653318828;297727;1653318828;297791;1653318828;297727;2.735781;-1.197353;0;-0;0;1.771273;
1653318828;398658;1653318828;398726;1653318828;398658;2.73289;-1.191333;0;-0;0;1.786641;
1653318828;498965;1653318828;499050;1653318828;498965;2.729908;-1.185357;0;-0;0;1.802009;
1653318828;599333;1653318828;599400;1653318828;599333;2.726834;-1.179428;0;-0;0;1.817376;
1653318828;699635;1653318828;699706;1653318828;699635;2.723669;-1.173547;0;-0;0;1.832744;
1653318828;799967;1653318828;800030;1653318828;799967;2.720415;-1.167715;0;-0;0;1.848112;
1653318828;900281;1653318828;900346;1653318828;900281;2.717071;-1.161934;0;-0;0;1.86348;
1653318829;869;1653318829;930;1653318829;869;2.713639;-1.156205;0;-0;0;1.878848;
1653318829;101123;1653318829;101194;1653318829;101123;2.71002;-1.150565;0;-0;0;1.895507;
1653318829;201499;1653318829;201590;1653318829;201499;2.706208;-1.145023;0;-0;0;1.912956;
1653318829;301896;1653318829;301960;1653318829;301896;2.702292;-1.139551;0;-0;0;1.930413;
1653318829;402222;1653318829;402311;1653318829;402222;2.698279;-1.134149;0;-0;0;1.947867;
1653318829;502544;1653318829;502602;1653318829;502544;2.694172;-1.128818;0;-0;0;1.965322;
1653318829;602880;1653318829;602949;1653318829;602880;2.689973;-1.123559;0;-0;0;1.982776;
1653318829;703180;1653318829;703241;1653318829;703180;2.685683;-1.118375;0;-0;0;2.000231;
1653318829;803688;1653318829;803776;1653318829;803688;2.681303;-1.113266;0;-0;0;2.017685;
1653318829;904022;1653318829;904085;1653318829;904022;2.676835;-1.108234;0;-0;0;2.035139;
1653318830;4417;1653318830;4490;1653318830;4417;2.672279;-1.103281;0;-0;0;2.052594;
1653318830;105103;1653318830;105181;1653318830;105103;2.667791;-1.098322;0;-0;0;2.068051;
1653318830;205472;1653318830;205549;1653318830;205472;2.663282;-1.0934;0;-0;0;2.083182;
1653318830;306869;1653318830;306938;1653318830;306869;2.658704;-1.088545;0;-0;0;2.098314;
1653318830;407342;1653318830;407416;1653318830;407342;2.654054;-1.083758;0;-0;0;2.113447;
1653318830;507702;1653318830;507765;1653318830;507702;2.649332;-1.079043;0;-0;0;2.12858;
1653318830;608054;1653318830;608154;1653318830;608054;2.644539;-1.0744;0;-0;0;2.143713;
1653318830;708477;1653318830;708541;1653318830;708477;2.639677;-1.069829;0;-0;0;2.158847;
1653318830;808699;1653318830;808815;1653318830;808699;2.634746;-1.065333;0;-0;0;2.17398;
1653318830;909036;1653318830;909097;1653318830;909036;2.629747;-1.060912;0;-0;0;2.189114;
1653318831;9511;1653318831;9566;1653318831;9511;2.624682;-1.056567;0;-0;0;2.204247;
1653318831;110386;1653318831;110460;1653318831;110386;2.619552;-1.052299;0;-0;0;2.21938;
1653318831;210686;1653318831;210748;1653318831;210686;2.614534;-1.047968;0;-0;0;2.23195;
1653318831;310962;1653318831;311027;1653318831;310962;2.609525;-1.043648;0;-0;0;2.244099;
1653318831;411476;1653318831;411539;1653318831;411476;2.604471;-1.039385;0;-0;0;2.25625;
1653318831;511782;1653318831;511856;1653318831;511782;2.599366;-1.035183;0;-0;0;2.268403;
1653318831;612167;1653318831;612228;1653318831;612167;2.59421;-1.031043;0;-0;0;2.280556;
1653318831;712445;1653318831;712520;1653318831;712445;2.589004;-1.026966;0;-0;0;2.292709;
1653318831;813136;1653318831;813201;1653318831;813136;2.58375;-1.022952;0;-0;0;2.304862;
1653318831;913671;1653318831;913739;1653318831;913671;2.578446;-1.019003;0;-0;0;2.317015;
1653318832;13983;1653318832;14053;1653318832;13983;2.573096;-1.015118;0;-0;0;2.329168;
1653318832;114298;1653318832;114406;1653318832;114298;2.56877;-1.010264;0;-0;0;2.323001;
1653318832;214701;1653318832;214780;1653318832;214701;2.565585;-1.004382;0;-0;0;2.305614;
1653318832;315368;1653318832;315433;1653318832;315368;2.56261;-0.9983509;0;-0;0;2.288131;
1653318832;415813;1653318832;415915;1653318832;415813;2.559754;-0.9922584;0;-0;0;2.270672;
1653318832;516157;1653318832;516225;1653318832;516157;2.557006;-0.9861157;0;-0;0;2.253217;
1653318832;616478;1653318832;616553;1653318832;616478;2.554366;-0.9799258;0;-0;0;2.235762;
1653318832;717562;1653318832;717632;1653318832;717562;2.551835;-0.9736907;0;-0;0;2.218308;
1653318832;817995;1653318832;818114;1653318832;817995;2.549412;-0.9674124;0;-0;0;2.200854;
1653318832;918838;1653318832;918902;1653318832;918838;2.5471;-0.9610927;0;-0;0;2.183399;
1653318833;20491;1653318833;20554;1653318833;20491;2.544899;-0.9547337;0;-0;0;2.165945;
1653318833;123370;1653318833;123435;1653318833;123370;2.542809;-0.9483372;0;-0;0;2.14849;
1653318833;223719;1653318833;223796;1653318833;223719;2.54083;-0.9419052;0;-0;0;2.131036;
1653318833;324057;1653318833;324121;1653318833;324057;2.538964;-0.9354396;0;-0;0;2.113582;
1653318833;424395;1653318833;424461;1653318833;424395;2.537212;-0.9289425;0;-0;0;2.096127;
1653318833;524731;1653318833;524795;1653318833;524731;2.535573;-0.9224158;0;-0;0;2.078673;
1653318833;625012;1653318833;625075;1653318833;625012;2.534048;-0.9158614;0;-0;0;2.061219;
1653318833;725322;1653318833;725395;1653318833;725322;2.532638;-0.9092815;0;-0;0;2.043764;
1653318833;825645;1653318833;825704;1653318833;825645;2.531343;-0.902678;0;-0;0;2.02631;
1653318833;925946;1653318833;926013;1653318833;925946;2.530163;-0.8960528;0;-0;0;2.008855;
1653318834;26832;1653318834;26899;1653318834;26832;2.529099;-0.8894081;0;-0;0;1.991401;
1653318834;127984;1653318834;128049;1653318834;127984;2.528151;-0.8827457;0;-0;0;1.973947;
1653318834;228390;1653318834;228469;1653318834;228390;2.52732;-0.8760679;0;-0;0;1.956492;
1653318834;328991;1653318834;329059;1653318834;328991;2.526605;-0.8693766;0;-0;0;1.939038;
1653318834;429290;1653318834;429352;1653318834;429290;2.526008;-0.8626738;0;-0;0;1.921583;
1653318834;529580;1653318834;529643;1653318834;529580;2.525527;-0.8559616;0;-0;0;1.904129;
1653318834;630422;1653318834;630482;1653318834;630422;2.525164;-0.8492421;0;-0;0;1.886675;
1653318834;730691;1653318834;730753;1653318834;730691;2.524918;-0.8425172;0;-0;0;1.86922;
1653318834;830990;1653318834;831051;1653318834;830990;2.524789;-0.8357891;0;-0;0;1.851766;
1653318834;931568;1653318834;931626;1653318834;931568;2.524778;-0.8290597;0;-0;0;1.834311;
1653318835;31914;1653318835;31974;1653318835;31914;2.524884;-0.8223312;0;-0;0;1.816857;
1653318835;132210;1653318835;132274;1653318835;132210;2.524068;-0.8158377;0;-0;0;1.812487;
1653318835;234609;1653318835;234678;1653318835;234609;2.522244;-0.8095938;0;-0;0;1.816131;
1653318835;334937;1653318835;334997;1653318835;334937;2.520298;-0.8033817;0;-0;0;1.819844;
1653318835;435293;1653318835;435351;1653318835;435293;2.518317;-0.7971799;0;-0;0;1.82354;
1653318835;535733;1653318835;535782;1653318835;535733;2.516313;-0.7909859;0;-0;0;1.827233;
1653318835;640689;1653318835;640754;1653318835;640689;2.514285;-0.7847993;0;-0;0;1.830925;
1653318835;741072;1653318835;741122;1653318835;741072;2.512234;-0.7786203;0;-0;0;1.834617;
1653318835;841328;1653318835;841396;1653318835;841328;2.510161;-0.7724489;0;-0;0;1.838309;
1653318835;941822;1653318835;941893;1653318835;941822;2.508064;-0.7662852;0;-0;0;1.842001;
1653318836;42869;1653318836;42940;1653318836;42869;2.505945;-0.7601293;0;-0;0;1.845694;
1653318836;143942;1653318836;144005;1653318836;143942;2.504208;-0.7538657;0;-0;0;1.845098;
1653318836;244265;1653318836;244334;1653318836;244265;2.50251;-0.7475911;0;-0;0;1.844436;
1653318836;344795;1653318836;344863;1653318836;344795;2.50082;-0.7413143;0;-0;0;1.843779;
1653318836;445096;1653318836;445165;1653318836;445096;2.499135;-0.7350363;0;-0;0;1.843123;
1653318836;546231;1653318836;546294;1653318836;546231;2.497454;-0.7287571;0;-0;0;1.842467;
1653318836;648065;1653318836;648131;1653318836;648065;2.495777;-0.7224768;0;-0;0;1.841811;
1653318836;748418;1653318836;748483;1653318836;748418;2.494104;-0.7161955;0;-0;0;1.841155;
1653318836;851714;1653318836;851785;1653318836;851714;2.492435;-0.709913;0;-0;0;1.840499;
1653318836;952029;1653318836;952088;1653318836;952029;2.49077;-0.7036294;0;-0;0;1.839843;
1653318837;52415;1653318837;52477;1653318837;52415;2.48911;-0.6973448;0;-0;0;1.839188;
1653318837;153614;1653318837;153691;1653318837;153614;2.487922;-0.6909332;0;-0;0;1.833588;
1653318837;254069;1653318837;254157;1653318837;254069;2.486811;-0.6845044;0;-0;0;1.827912;
1653318837;354370;1653318837;354436;1653318837;354370;2.485741;-0.6780683;0;-0;0;1.822242;
1653318837;455189;1653318837;455282;1653318837;455189;2.484708;-0.671626;0;-0;0;1.816572;
1653318837;555755;1653318837;555813;1653318837;555755;2.483712;-0.6651779;0;-0;0;1.810903;
1653318837;656091;1653318837;656161;1653318837;656091;2.482752;-0.6587242;0;-0;0;1.805234;
1653318837;756492;1653318837;756570;1653318837;756492;2.481829;-0.6522653;0;-0;0;1.799565;
1653318837;856807;1653318837;856870;1653318837;856807;2.480943;-0.6458012;0;-0;0;1.793896;
1653318837;957091;1653318837;957195;1653318837;957091;2.480093;-0.6393322;0;-0;0;1.788227;
1653318838;57521;1653318838;57625;1653318838;57521;2.47928;-0.6328585;0;-0;0;1.782558;
1653318838;160428;1653318838;160520;1653318838;160428;2.47893;-0.626296;0;-0;0;1.771965;
1653318838;260747;1653318838;260824;1653318838;260747;2.47879;-0.6197041;0;-0;0;1.760585;
1653318838;361805;1653318838;361869;1653318838;361805;2.478752;-0.6131062;0;-0;0;1.749186;
1653318838;462176;1653318838;462239;1653318838;462176;2.478792;-0.6065077;0;-0;0;1.737792;
1653318838;562466;1653318838;562527;1653318838;562466;2.478908;-0.59991;0;-0;0;1.726399;
1653318838;662821;1653318838;662894;1653318838;662821;2.4791;-0.5933141;0;-0;0;1.715006;
1653318838;763803;1653318838;763942;1653318838;763803;2.479366;-0.5867208;0;-0;0;1.703613;
1653318838;864189;1653318838;864250;1653318838;864189;2.479707;-0.5801309;0;-0;0;1.69222;
1653318838;964426;1653318838;964488;1653318838;964426;2.480124;-0.5735453;0;-0;0;1.680827;
1653318839;64774;1653318839;64837;1653318839;64774;2.480615;-0.566965;0;-0;0;1.669434;
1653318839;165053;1653318839;165144;1653318839;165053;2.481581;-0.5603619;0;-0;0;1.653962;
1653318839;265459;1653318839;265536;1653318839;265459;2.48268;-0.5537726;0;-0;0;1.638426;
1653318839;366860;1653318839;366924;1653318839;366860;2.483888;-0.5472007;0;-0;0;1.622895;
1653318839;467160;1653318839;467222;1653318839;467160;2.485199;-0.5406484;0;-0;0;1.607366;
1653318839;567486;1653318839;567553;1653318839;567486;2.486612;-0.5341172;0;-0;0;1.591837;
